Temperature,pH,Dissolved Oxygen,Ammonia,Nitrate,Fish Behavior,Fish Growth Rate,Growth Stage,Leaf Area,Yield,Fish Species,Pairable Plant Species,Fish Success Rate,Plant Success Rate
24.390508031418598,7.248267981289699,7.176518884052596,0.1895313540082361,1.8462816188084774,Active_schooling,0.47163075263281456,Flowering,298.5253872521814,247.3133092976589,Trout,Lettuce,0.7526042085879108,0.7758587240144075
25.721514930979357,6.68020270731629,6.123469758492875,0.12582962784093363,1.0566300163941849,Active_stressed,0.5574600468846371,Vegetative,195.43321712209206,137.95161567741354,Tilapia,Basil,0.8165970002942304,0.8270847349425815
24.822107008573152,6.889023144532483,8.769901705653925,0.04425416578275171,2.3845238430655566,Active_schooling,0.4914656089026632,Fruit_Setting,211.1160761084261,214.96335168093836,Tilapia,Lettuce,0.9992787605422337,0.7129244454183382
24.359065463975174,6.537600181564812,7.218704923714459,0.20813412633975203,0.41117178280416333,Active_feeding,0.4817784792072807,Fruit_Setting,271.3660885956923,234.13512399492748,Perch,Tomatoes,0.8408225292309822,0.9442658136365172
23.38923839471124,6.511787739180725,8.832846549419795,0.12920619515009207,1.1882968266849159,Active_schooling,0.28743421635308003,Seedling,238.2021449606914,218.2807917836914,Trout,Basil,0.9944076479986304,0.9351104217359381
25.16715290453325,7.496267871634845,8.168173469041003,0.2317298860361271,0.4174888760708506,Active_feeding,0.37371194149628617,Seedling,286.51922315474695,162.26881559531523,Perch,Tomatoes,0.8144988914531331,0.7749440166586767
23.50069769010154,6.988196658055437,8.754959856715791,0.2429516375115333,1.888759799326406,Active_feeding,0.4532523840850445,Flowering,283.073678174832,288.4352380570476,Perch,Lettuce,0.7705394038506075,0.7346751737647457
27.13418400625664,6.87202476397192,8.469802616029696,0.1687824622387659,1.1557716973967609,Resting,0.5314149775905133,Fruit_Setting,209.32470904174218,241.00760902837544,Trout,Tomatoes,0.7689544040451737,0.9223530491466819
27.709302084008236,6.696172094563979,7.940690105573097,0.07802502699683406,4.496170257891024,Resting,0.3300787583551963,Fruit_Setting,239.35400048406007,178.58659650757912,Tilapia,Lettuce,0.8837495837196344,0.8297678372062953
23.067532150606223,7.3071922450885465,6.203817060070197,0.14392094272266956,0.8621939709621534,Active_stressed,0.2529551843512158,Fruit_Setting,220.1748875484214,186.24627369518277,Trout,Basil,0.7348849331208046,0.9120850566950826
26.333800304661317,7.205752719530148,8.51644731617733,0.09282161725816615,2.930303162982433,Active_schooling,0.45969511733429075,Flowering,122.35208626014526,209.70243425176585,Perch,Lettuce,0.9615302344865809,0.7933032871923194
24.231159358023234,6.501556197929633,8.078467201667712,0.06725100777352525,0.1465980122798316,Resting_stressed,0.2815219654304234,Vegetative,232.74614935386768,217.4582671759202,Tilapia,Lettuce,0.9809714689356783,0.7784763401276154
24.544356488751458,7.271226673040236,8.873974543443696,0.11354494383932984,1.1058195525253494,Resting_stressed,0.21517783069817434,Seedling,204.06388928893205,273.8077427919381,Perch,Tomatoes,0.732362006525024,0.8339862005950608
27.40477310634129,6.61148274515071,6.4266674043915275,0.10344428119339469,3.8021499585237617,Resting,0.5202329390947247,Seedling,222.2202071422034,84.83991852463919,Trout,Tomatoes,0.9483662218497705,0.903815052058543
20.568288465583095,7.4486326801840335,6.263320613521421,0.15264731785670588,1.2906447512403836,Active_stressed,0.36430390146552194,Vegetative,277.251545004818,135.6824628094204,Tilapia,Lettuce,0.8184603608335903,0.8888585457719544
20.697034397612327,6.832736083955505,7.556639942178294,0.21340441300928675,0.6990675832573157,Active_feeding,0.24909803621506504,Seedling,206.15839608084787,180.71209200568714,Trout,Tomatoes,0.9707597315629544,0.8474786043939357
20.161747179522607,6.951102775326511,7.0797971220884035,0.08740842953593944,0.6277144105358112,Active_feeding,0.313594737943423,Fruit_Setting,275.1934347026705,200.629654340965,Perch,Tomatoes,0.7284454376236096,0.8893732826959417
26.660958764383505,6.5049809056737535,8.880821047022962,0.11222799837854308,2.355099610886709,Active_stressed,0.48553320161348973,Flowering,181.24536580505892,123.18023901718395,Perch,Lettuce,0.7633857341727285,0.7494372134998147
26.225254007598803,7.324392688444472,8.111316653901753,0.20828327002600067,1.9781948376159564,Resting_stressed,0.28927429771252083,Flowering,145.75761927135065,283.20760255213605,Perch,Basil,0.9271929420287266,0.7276388860566083
